cod_ibge,total_familias,renda_media_pc,ivs_geral,ivs_infraestrutura_urbana,ivs_capital_humano,ivs_renda_trabalho,score_prioridade,faixa_prioridade,nome_municipio,uf,municipio,n_eventos_aderentes,valor_total_liberado,tem_historico
2204659,282,175.14893617021278,0.607,0.668,0.597,0.555,39.21,MEDIA,Ilha Grande,PI,,0,,False
1505486,1972,119.55324543610548,0.633,0.643,0.71,0.547,39.2,MEDIA,Pacajá,PA,,0,,False
2102309,1175,139.9991489361702,0.605,0.652,0.592,0.57,39.07,MEDIA,Buriti Bravo,MA,,0,,False
2919900,122,96.91803278688523,0.587,0.618,0.528,0.616,38.83,MEDIA,Macururé,BA,,0,,False
2104628,93,209.43010752688173,0.602,0.666,0.629,0.512,38.61,MEDIA,Governador Luiz Rocha,MA,,0,,False
2108454,1421,97.25404644616468,0.652,0.614,0.666,0.677,38.59,MEDIA,Peritoró,MA,,0,,False
2205573,204,233.3186274509804,0.598,0.67,0.567,0.556,38.58,MEDIA,Lagoa de São Francisco,PI,,0,,False
4205175,133,199.6015037593985,0.456,0.661,0.375,0.331,38.46,MEDIA,Entre Rios,SC,,0,,False
2102325,2513,266.83326701154,0.631,0.671,0.664,0.558,38.35,MEDIA,Buriticupu,MA,,0,,False
2106201,162,157.0493827160494,0.553,0.645,0.575,0.44,38.28,MEDIA,Luís Domingues,MA,,0,,False
2202083,204,262.26960784313724,0.615,0.667,0.644,0.533,38.17,MEDIA,Cajueiro da Praia,PI,,0,,False
1718303,187,244.20855614973263,0.615,0.664,0.591,0.589,38.15,MEDIA,Praia Norte,TO,,0,,False
2102036,1592,186.90452261306527,0.654,0.652,0.711,0.598,38.14,MEDIA,Bom Jesus das Selvas,MA,,0,,False
1502772,1028,255.3394941634241,0.547,0.665,0.484,0.493,38.11,MEDIA,Curionópolis,PA,,0,,False
4305371,37,93.67567567567568,0.568,0.601,0.624,0.48,38.08,MEDIA,Charrua,RS,,0,,False
2104651,189,211.15873015873007,0.682,0.652,0.745,0.648,37.82,MEDIA,Governador Newton Bello,MA,,0,,False
3125903,170,319.49411764705883,0.542,0.666,0.466,0.495,37.76,MEDIA,Ferros,MG,,0,,False
3146255,172,194.0174418604651,0.561,0.646,0.611,0.426,37.71,MEDIA,Padre Carvalho,MG,,0,,False
2111078,291,183.8109965635739,0.64,0.642,0.664,0.613,37.64,MEDIA,São João do Soter,MA,,0,,False
2107506,4222,214.68704098554844,0.443,0.649,0.34,0.341,37.62,MEDIA,Paço do Lumiar,MA,,0,,False
2703908,86,182.5581395348837,0.593,0.641,0.614,0.523,37.6,MEDIA,Jundiá,AL,,0,,False
2205508,2024,159.56225296442688,0.548,0.632,0.467,0.545,37.52,MEDIA,José de Freitas,PI,,0,,False
1600402,955,120.66178010471204,0.588,0.613,0.634,0.516,37.51,MEDIA,Mazagão,AP,,0,,False
2101806,85,155.21176470588236,0.625,0.628,0.581,0.667,37.39,MEDIA,Benedito Leite,MA,,0,,False
1502004,1157,102.76404494382022,0.606,0.597,0.589,0.633,37.37,MEDIA,Cachoeira do Arari,PA,,0,,False
2509909,83,182.53012048192767,0.606,0.633,0.613,0.571,37.16,MEDIA,Natuba,PB,,0,,False
2300754,1940,147.94432989690722,0.6,0.621,0.547,0.632,37.16,MEDIA,Amontada,CE,,0,,False
1507474,106,203.0754716981132,0.633,0.638,0.635,0.625,37.15,MEDIA,São João de Pirabas,PA,,0,,False
1718808,147,163.1156462585034,0.556,0.626,0.556,0.486,37.11,MEDIA,Sampaio,TO,,0,,False
2103208,4144,108.36076254826254,0.602,0.595,0.652,0.559,37.01,MEDIA,Chapadinha,MA,,0,,False
1500701,1310,122.12213740458016,0.659,0.603,0.726,0.647,36.91,MEDIA,Anajás,PA,,0,,False
2111532,164,250.5731707317073,0.616,0.642,0.634,0.573,36.89,MEDIA,São Pedro da Água Branca,MA,,0,,False
2100402,116,98.75862068965516,0.592,0.582,0.658,0.537,36.75,MEDIA,Altamira do Maranhão,MA,,0,,False
1506104,56,121.14285714285714,0.603,0.599,0.586,0.624,36.73,MEDIA,Primavera,PA,,0,,False
2103505,2134,154.7464854732896,0.603,0.615,0.651,0.543,36.68,MEDIA,Colinas,MA,,0,,False
2206209,2003,101.28157763354967,0.601,0.583,0.611,0.61,36.68,MEDIA,Miguel Alves,PI,,0,,False
2101608,3562,210.5536215609208,0.582,0.629,0.59,0.528,36.56,MEDIA,Barra do Corda,MA,,0,,False
1501758,44,207.79545454545453,0.558,0.627,0.594,0.454,36.49,MEDIA,Brejo Grande do Araguaia,PA,,0,,False
2100303,296,151.27364864864865,0.668,0.607,0.768,0.629,36.32,MEDIA,Aldeias Altas,MA,,0,,False
2610608,2888,165.8812326869806,0.543,0.61,0.507,0.513,36.18,MEDIA,Paudalho,PE,,0,,False
2111201,7957,183.8920447404801,0.449,0.614,0.371,0.363,36.1,MEDIA,São José de Ribamar,MA,,0,,False
2101707,3214,97.95550715619166,0.612,0.569,0.612,0.654,36.08,MEDIA,Barreirinhas,MA,,0,,False
2709202,1107,124.9936766034327,0.612,0.587,0.661,0.589,35.93,MEDIA,Traipu,AL,,0,,False
2106508,1628,101.99324324324324,0.565,0.569,0.56,0.567,35.87,MEDIA,Matinha,MA,,0,,False
2903805,1247,169.39935846030474,0.633,0.604,0.598,0.698,35.79,MEDIA,Boa Vista do Tupim,BA,,0,,False
2104677,1297,114.3693138010794,0.574,0.573,0.592,0.558,35.55,MEDIA,Governador Nunes Freire,MA,,0,,False
2208700,347,193.37752161383284,0.565,0.605,0.537,0.554,35.46,MEDIA,Redenção do Gurguéia,PI,,0,,False
2109700,83,208.6265060240964,0.597,0.608,0.619,0.565,35.43,MEDIA,Sambaíba,MA,,0,,False
2105708,2593,139.71693019668336,0.568,0.581,0.544,0.58,35.17,MEDIA,Lago da Pedra,MA,,0,,False
2110856,113,178.35398230088495,0.559,0.595,0.624,0.457,35.14,MEDIA,São Francisco do Brejão,MA,,0,,False
2800704,130,153.90769230769232,0.605,0.586,0.672,0.557,35.1,MEDIA,Brejo Grande,SE,,0,,False
1506302,1303,123.7766692248657,0.51,0.57,0.532,0.427,35.04,MEDIA,Salvaterra,PA,,0,,False
2112852,98,221.6734693877551,0.61,0.603,0.653,0.575,35.01,MEDIA,Vila Nova dos Martírios,MA,,0,,False
2102101,1840,87.5054347826087,0.584,0.537,0.637,0.579,34.94,MEDIA,Brejo,MA,,0,,False
2506103,108,167.5,0.583,0.588,0.573,0.587,34.94,MEDIA,Fagundes,PB,,0,,False
2106755,333,138.00300300300302,0.541,0.573,0.529,0.522,34.78,MEDIA,Miranda do Norte,MA,,0,,False
2107407,1198,161.9215358931553,0.576,0.583,0.632,0.512,34.77,MEDIA,Olho d'Água das Cunhãs,MA,,0,,False
2205532,181,172.1988950276243,0.591,0.585,0.575,0.613,34.69,MEDIA,Jurema,PI,,0,,False
2100600,1533,186.75146771037183,0.617,0.589,0.672,0.589,34.68,MEDIA,Amarante do Maranhão,MA,,0,,False
2517001,80,107.4625,0.576,0.552,0.583,0.594,34.68,MEDIA,Umbuzeiro,PB,,0,,False
2111789,312,136.1698717948718,0.639,0.569,0.722,0.626,34.61,MEDIA,Serrano do Maranhão,MA,,0,,False
2924207,209,152.07655502392345,0.593,0.574,0.629,0.575,34.48,MEDIA,Pedro Alexandre,BA,,0,,False
1707405,291,202.5257731958763,0.616,0.588,0.577,0.684,34.41,MEDIA,Esperantina,TO,,0,,False
